,flags,instruction,category,intent,response,tokens,chatgpt_class,correct
130,BLM,help me notify of problems with registrations,ACCOUNT,registration_problems,"We greatly appreciate you reaching out to us to report problems with registrations. Your feedback is essential in helping us identify and address any issues users may encounter during the registration process. To provide you with the best assistance possible, could you kindly elaborate on the specific problems you are facing? This will enable us to gather more details and develop effective solutions tailored to your needs. Thank you for your cooperation in improving our registration experience for all users.",83.0,CONTACT,False
131,BILZ,how to correct the  shipping address?,SHIPPING,change_shipping_address,"I'm happy to help! I can assist you with updating your shipping address. To modify your shipping address, please follow these steps:

1. Log in to your account on our website.
2. Go to the ""My Account"" or ""Account Settings"" section.
3. Look for the ""Shipping Address"" or ""Address Book"" option.
4. Click on it to view or edit your current shipping address.
5. Make the necessary changes to your address, including street, city, state, and zip code.
6. Once you've made the updates, save the changes.
7. Double-check to ensure that the modified shipping address is correct.

If you encounter any issues or need further assistance, feel free to reach out to our customer support team.",82.0,CONTACT,False
132,BL,I need to give a quick look at the invoice from {{Person Name}},INVOICE,check_invoice,"I've realized that you're looking for a quick way to view the invoice from {{Salutation}} {{Client Last Name}}. To assist you promptly, I recommend accessing your account dashboard, where you should find a section dedicated to invoices. If you encounter any difficulties, please feel free to ask for further guidance. Your satisfaction is my top priority!",91.0,INVOICE,True
133,BLQZ,i ned help to reset the pin of my profile,ACCOUNT,recover_password,"I realized that you need assistance in resetting the PIN of your profile. Rest assured, I'm here to guide you through the process and help you regain access to your account. Here are the steps to reset your PIN:

1. Open the ""{{Profile Settings}}"" section on our platform.
2. Look for the ""{{Security}}"" or ""{{PIN}}"" option. It may be under the ""{{Account}}"" or ""{{Privacy}}"" settings.
3. Click on ""{{Reset PIN}}"" or ""{{Forgot PIN}}"" to start the process.
4. You may be prompted to verify your identity through a secondary email or phone number linked to your account.
5. Follow the instructions provided in the email or SMS to complete the PIN reset process.

If you encounter any difficulties or have further questions, please don't hesitate to reach out. We're committed to ensuring your seamless experience and will be glad to assist you every step of the way.",87.0,ACCOUNT,True
134,BLN,I can't retrieve my account PIN,ACCOUNT,recover_password,"I'm sorry to hear that you're unable to retrieve your account PIN. It can be frustrating when you're locked out of your account. Let's work together to resolve this:

1. First, try clicking on the ""Forgot PIN"" option on the login page. This will initiate the PIN recovery process.
2. You may need to provide some verification information, such as your registered email address or answer security questions. This step ensures the security of your account.
3. Once the verification process is complete, you should receive an email with instructions on how to reset your account PIN. Remember to check your spam or junk folder if you don't see it in your inbox.
4. Follow the instructions in the email carefully to set a new PIN for your account. Make sure to choose a strong and unique PIN to protect your account.
5. If you're still having trouble retrieving your PIN after following these steps, please reach out to our customer support team. They have the expertise to assist you further and guide you through the process.

Remember, we're here to support you every step of the way. Regaining access to your account is our priority, and I'm confident we'll resolve this issue together.",82.0,ACCOUNT,True
135,BL,I try to see the rebate status,REFUND,track_refund,"I've realized that you would like to check the status of your rebate. We value your time and want to provide you with the most convenient way to access this information. To view the status of your rebate, you can log in to your account on our website and navigate to the ""Rebate Status"" section. There, you will find detailed information about the progress of your rebate, including whether it has been processed or is still in progress. If you encounter any difficulties or have further questions, our customer support team will be more than happy to assist you.",83.0,INVOICE,False
136,BLM,problems with {{Account Type}} account terminations,ACCOUNT,delete_account,Thank you for bringing your concerns about {{Account Type}} account terminations to our attention. I'm here to help address any problems you may be experiencing. Please provide me with more details about the specific issues you are encountering so that we can assist you effectively. Our primary goal is to ensure that your {{Account Type}} account termination is handled smoothly and to your satisfaction.,82.0,ACCOUNT,True
137,BKLZ,check termnation charge,CANCEL,check_cancellation_fee,"Definitely! I can help you check the termination charge for your account. To provide you with accurate information, could you please provide me with your account number or any other relevant details?",78.0,CANCEL,True
138,BLMZ,notify of issues wiht payment,PAYMENT,payment_issue,"Thank you for notifying us about the issues you are facing with your payment. We apologize for any inconvenience caused. To better assist you, could you kindly provide more details about the specific problems or errors you encountered during the payment process? Your feedback is crucial in helping us identify and resolve these issues, ensuring a smoother payment experience for you in the future. Your patience and cooperation are highly appreciated as we work towards finding a solution together.",81.0,PAYMENT,True
139,BLQZ,want help seeing in which situations can i requestrefunds,REFUND,check_refund_policy,"Unquestionably! I understand that you're seeking assistance in identifying the situations in which you can request a refund. Here's a breakdown of common scenarios:

1. **Product/Service Defect:** If you receive a product or service that is defective, damaged, or does not match the description provided, you will usually be eligible for a refund.
2. **Cancellation within Grace Period:** Many companies offer a grace period during which you can cancel a purchase and receive a full refund. This period may vary, so it's essential to review the terms and conditions of your specific purchase.
3. **Change of Mind Returns:** Some retailers have lenient return policies that allow you to return an item for a refund if you simply changed your mind about the purchase. Again, be sure to review the specific terms and conditions of your purchase.
4. **Delivery Issues:** If you do not receive the product you ordered or experience significant delays beyond the estimated delivery time, you may be entitled to a refund.
5. **Unauthorized Charges:** If you notice any unauthorized charges on your credit card or bank statement, it's important to contact your financial institution and report the issue. In such cases, you may be able to receive a refund.
6. **Cancellation Due to Event Changes:** In the case of event tickets, if an event is canceled, rescheduled, or significantly changed, you may be eligible for a refund.

Please note that these situations can vary depending on the company, product, or service provider. It's always best to consult the refund policy or reach out to the specific customer service department for detailed information on your purchase.

If you have a specific order or concern you'd like me to assist with, please provide me with the necessary details, such as the order number or any relevant information. I'm here to help you navigate through any refund-related questions or concerns you may have.",86.0,REFUND,True
140,BLQZ,need help to send some feedabck about ur products,FEEDBACK,review,"We're here to help and seeking assistance with sending feedback about our products! Your opinion holds immense value to us as we continuously strive to enhance our offerings. I'm here to guide you through the process and ensure that your feedback reaches the appropriate team. Let's work together to make your voice heard! Before we proceed, are there any specific products you would like to provide feedback on or any particular aspects you would like to address?",86.0,CONTACT,False
141,BEL,I do not know how I can check the accepted payment methods,PAYMENT,check_payment_methods,"No worries, I'm here to assist you with checking the accepted payment methods. To access the list of our accepted payment methods, you can visit our website and navigate to the ""Payment Options"" or ""Checkout"" section. Alternatively, you can reach out to our customer support team who will be happy to provide you with the necessary information. Just let them know that you would like to know the available payment methods, and they will guide you through the process. We want to ensure that you have no difficulties in understanding and choosing the payment method that suits you best.",90.0,PAYMENT,True
142,BILMP,how could I inform of payment errors?,PAYMENT,payment_issue,"I appreciate your inquiry on how to inform us of any payment errors you've encountered. We've made it simple and convenient for you to report payment errors. You can reach out to our dedicated customer support team through multiple channels, such as our website's live chat feature, our customer support phone number, or even by sending us an email. Rest assured that our team is well-equipped to assist you with any payment errors you may have and will work towards a prompt resolution. Your feedback is highly valued, and we appreciate your proactive approach in informing us about any issues that arise. Together, we'll ensure a smooth payment experience for you.",83.0,PAYMENT,True
143,BEL,I do not know what to do to submit my new shipping address,SHIPPING,set_up_shipping_address,"I'm on your side your uncertainty about submitting your new shipping address. Let me guide you through the process with step-by-step instructions:

1. Log in to your account on our website.
2. Navigate to the ""My Account"" or ""Profile"" section.
3. Look for the ""Shipping Addresses"" or similar option.
4. You should find a button or link labeled ""Add New Address"" or ""Submit New Shipping Address"". Click on it.
5. Fill in all the relevant details of your new shipping address, including the street name, city, state, ZIP code, and any additional instructions.
6. Double-check all the information you entered to ensure its accuracy.
7. Click on the ""Submit"" or ""Save Changes"" button to finalize the submission of your new shipping address.

If you encounter any difficulties or if the process looks different on your account, please don't hesitate to provide additional details so that I can assist you further. We're here to make sure you have a smooth experience with setting up your new shipping address.",91.0,DELIVERY,False
144,BILQ,what do i need to do to ask for a rebate of money,REFUND,get_refund,"To ask for a rebate of money, there are a few steps you can follow. Firstly, gather all the necessary documentation related to your purchase or transaction, such as receipts, invoices, or order numbers. This will help provide evidence and support your claim. Next, familiarize yourself with the refund and rebate policies of the company or organization you made the purchase from. Be aware of any deadlines or specific requirements for submitting a rebate request. Once you have prepared all the required information, reach out to the customer support team either through email, phone, or their online portal. Clearly explain your situation, providing details about the purchase, the reason for the request, and the amount you're seeking as a rebate. It's important to remain polite and concise in your communication. The customer support team will guide you through the necessary steps and may require additional information or documentation. Finally, follow up on your request if you haven't received a response within a reasonable time frame. Remember, each company may have its own refund process, so it's essential to follow their specific instructions.",91.0,REFUND,True
145,BIL,can I send feedback about a product?,FEEDBACK,review,"Of course! We greatly appreciate your willingness to share your feedback about our products. Your insights play a crucial role in shaping our offerings and ensuring that we meet your expectations. To send your feedback, you can use our dedicated feedback form on our website. It allows you to provide detailed information and allows us to better understand your experience with the product. We encourage you to share any suggestions, concerns, or compliments you may have. Thank you for taking the time to provide your feedback and contribute to our continuous improvement efforts!",83.0,CONTACT,False
146,BLZ,help me to see what payment paymnet modalities are available,PAYMENT,check_payment_methods,"Of course! I'm here to assist you in accessing the available payment methods. To view our payment options, follow these simple steps:

1. Visit our website and navigate to the ""Payment"" or ""Checkout"" section.
2. Look for the ""Payment Methods"" tab or ""Choose Payment Option"" button.
3. Click on it, and a modal or page will appear displaying all the payment modalities available.

These steps will allow you to explore the different payment methods we offer. If you encounter any difficulties or need further guidance, please don't hesitate to let me know. I'm here to provide any assistance you may need.",87.0,PAYMENT,True
147,BLQ,need help retrieving my user account pin code,ACCOUNT,recover_password,"Of course! I understand that you require assistance in retrieving your user account pin code. Don't worry, I'm here to help guide you through the process.

To retrieve your user account pin code, please follow these steps:

1. Visit our platform's login page at ""{{Login Page URL}}"".
2. Look for the ""Forgot Pin Code"" option and select it.
3. You will then be prompted to provide the email address associated with your user account.
4. Once you've entered your email, an email containing instructions to retrieve your pin code will be sent to your inbox. Be sure to check your spam or junk folder if it doesn't appear in your primary inbox.
5. Follow the instructions provided in the email carefully to retrieve your pin code and regain access to your user account.

If you encounter any issues during this process or if the email doesn't arrive within a reasonable timeframe, please don't hesitate to reach out to our customer support team. We're here to assist you every step of the way and ensure that you regain access to your user account smoothly.",85.0,ACCOUNT,True
148,BEL,I do not know how to get my bill #12588,INVOICE,get_invoice,"No problem, I completely understand your uncertainty in obtaining your bill with the number #{{Invoice Number}}. Let me guide you through the process step by step. First, you need to log in to your account on our website. Once you're logged in, navigate to the Billing or Invoices section. There, you should see a list of all your invoices, including the one with the number #{{Invoice Number}}. Look for a ""Download"" or ""Save"" button next to the invoice and click on it to download the bill to your device. If you encounter any difficulties or have further questions, feel free to let me know, and I'll be more than happy to assist you.",87.0,INVOICE,True
149,BIL,can I delete an item from order {{Order Number}}?,ORDER,change_order,"Thank you for bringing your concern to our attention. I understand that you would like to delete an item from order number {{Order Number}}. Our team is here to assist you with that. Please provide me with the specific item you would like to remove, and I will ensure that it is taken care of promptly. Your satisfaction is our top priority, and we want to make sure that your order reflects exactly what you need.",86.0,CANCEL,False
150,BILZ,where to check how soon can I expect my product ?,DELIVERY,delivery_period,"We understand your anticipation and desire to know the estimated delivery time for your product. To provide you with the most accurate information, I recommend checking the tracking details of your order. You can do this by visiting our website and navigating to the ""Order Tracking"" or ""Track My Order"" section. Once there, you will be prompted to enter your {{Order Number}} or {{Tracking Number}}. By doing so, you'll gain access to real-time updates on the location and estimated arrival time of your product. If you encounter any difficulties or require further assistance, our dedicated customer support team is available {{Customer Support Hours}} at {{Customer Support Phone Number}} or through the Live Chat on our website at {{Website URL}}. We hope this helps you track your product effectively and continue your journey with us smoothly.",89.0,DELIVERY,True
151,BCILPQZ,need to look for the bill #85632 coyld ya help me,INVOICE,check_invoice,"I'm happy to help! I completely understand your need to locate the bill with the number #{{Invoice Number}}. Rest assured, I'm here to assist you in finding that information. To quickly access your bill, I recommend visiting our website and navigating to the ""Billing"" or ""Invoices"" section. There, you should be able to search for and view your invoice by entering the invoice number #{{Invoice Number}}. If you encounter any difficulties or have further questions, please don't hesitate to let me know.",89.0,INVOICE,True
152,BLW,I want to reset my goddamn user profile key,ACCOUNT,recover_password,"I'm on it! I can understand your frustration and urgency in wanting to reset your user profile key. Rest assured, I'm here to help you through the process. 

To reset your user profile key, please follow these steps:

1. Access the ""{{Profile Settings}}"" section of your account.
2. Look for the ""{{Security}}"" or ""{{Password}}"" tab and click on it.
3. You should see an option to reset your user profile key. Click on it.
4. You may be prompted to verify your identity through a secondary method, such as your email address or phone number.
5. Once your identity is verified, you'll be able to set a new user profile key of your choice.

If you encounter any difficulties or have further questions, don't hesitate to reach out to our customer support team for personalized assistance. We're here to ensure a smooth and secure experience for you.",86.0,ACCOUNT,True
153,BILZ,can you help me to list your paymnet modalities?,PAYMENT,check_payment_methods,"Certainly! I'm here to assist you in listing our available payment modalities. We offer a range of convenient options to ensure a seamless checkout experience. Here are the payment methods we accept:

- **Credit/Debit Card:** We accept all major credit and debit cards, including Visa, Mastercard, and American Express. It's a secure and widely-used method.
- **PayPal:** A trusted and popular online payment platform that provides an extra layer of security and flexibility.
- **Bank Transfer:** You can make direct payments by transferring funds from your bank account to ours. This method is reliable and suitable for large transactions.
- **Digital Wallets:** Our platform also supports digital wallets like Apple Pay and Google Pay, enabling quick and contactless payments.

These are our primary payment modalities. If you have any specific questions or need assistance with a particular payment method, feel free to ask. We're here to help and ensure a smooth payment experience for you.",86.0,PAYMENT,True
154,BILQZ,is there a e-mail to send some feedback for ur company,FEEDBACK,review,"For sure! We appreciate your interest in providing feedback. Instead of an email, we have a dedicated feedback form on our website that is specifically designed to collect and process customer feedback efficiently. It allows us to effectively categorize and address your feedback promptly. You can access the form on our website under the ""Contact Us"" or ""Feedback"" section. We look forward to hearing your thoughts and making improvements based on your valuable input.",89.0,CONTACT,False
155,BIQ,is it possible to switch to the {{Account Category}} account,ACCOUNT,switch_account,"Absolutely! I'm delighted that you're considering switching to our {{Account Category}} account. We have made the process easy to ensure a seamless transition:

1. Sign in: Start by logging into your account.
2. Access Account Settings: Navigate to the '{{Settings}}' or '{{Profile}}' section.
3. Account Type: Look for an option that mentions '{{Upgrade Account}}' or '{{Account Change}}'.
4. {{Account Category}} Selection: Choose the '{{Account Type}}' option from the list.
5. Finalize the Switch: Follow the on-screen prompts to complete the switch.

If you encounter any challenges or have any further questions, please don't hesitate to let me know. I'm here to provide the necessary assistance and support you throughout the process. Enjoy the benefits of our {{Account Category}} account!""",87.0,ACCOUNT,True
156,BCILM,"I need to shop a few of your product, how can I do it?",ORDER,place_order,"Thank you for your interest in shopping for our products! I'd be delighted to assist you with the process. To start, you can browse our website/catalog to explore the range of products we offer. Once you find the items you wish to purchase, simply add them to your cart. When you're ready to proceed, you can proceed to the checkout page, where you'll be prompted to provide your shipping and billing details. After reviewing your order, you can complete the purchase by selecting a payment method and confirming the transaction. If you encounter any difficulties or have specific questions about our products or the ordering process, feel free to reach out to our customer support team, and they'll be more than happy to assist you further. Happy shopping!",93.0,ORDER,True
157,BCIMQZ,i habe issues registering how do i do it,ACCOUNT,registration_problems,"We've received your message to us regarding the issues you're experiencing with the registration process. I understand how frustrating it can be when encountering difficulties during registration. Rest assured, we are here to assist you every step of the way.

To help you resolve the registration issues, I kindly ask you to provide some specific details about the problem you are facing. What error messages, if any, do you receive? Are you able to complete any steps of the registration process, or does the issue arise right from the beginning?

Once we have a better understanding of the challenges you're encountering, we will be able to provide you with personalized guidance and explore alternative solutions to ensure a successful registration process.

Your feedback is crucial in helping us improve our services, so we appreciate your patience and cooperation. Together, we will work towards resolving the issues you're currently facing.",86.0,ACCOUNT,True
158,BKLZ,remove {{Account Category}} accoint,ACCOUNT,delete_account,"Thank you for contacting us regarding the removal of your {{Account Category}} account. We understand that you wish to cancel your {{Account Category}} account, and we are here to assist you with the process. To proceed with the account removal, please follow these steps:

1. Log in to your account on our website.
2. Navigate to the account settings or profile section.
3. Look for the option to manage or cancel your account.
4. Select the option to remove or delete your {{Account Category}} account.
5. Follow any additional prompts or instructions provided to confirm the removal.

If you encounter any difficulties or need further guidance, please do not hesitate to reach out to us. We are available {{Customer Support Hours}} at {{Customer Support Phone Number}} or through the Live Chat on our website at {{Website URL}}. We value your time and understand the importance of providing a seamless account removal experience.",79.0,ACCOUNT,True
159,B,I am waiting for a refund of {{Refund Amount}} dollars,REFUND,track_refund,"Thank you for bringing up your refund inquiry of {{Currency Symbol}}{{Money Amount}}. We understand the importance of timely updates and resolutions. Let me quickly check the current status of your refund for you. While I'm doing that, could you please confirm the method of payment you used for the refund? This will help me provide you with accurate and helpful information. Your patience is greatly appreciated, and I assure you we are working diligently to resolve this matter.",87.0,REFUND,True
160,BLMP,I would like to check if there are any news on the refund,REFUND,track_refund,"I grasp that you're eager to find out if there are any updates regarding your refund. I appreciate your patience while I look into this for you. Rest assured that I will do my best to provide you with the most accurate information. In the meantime, may I ask if you have any specific concerns or questions related to your refund? Your feedback is valuable to us, and we're here to assist you every step of the way.",91.0,REFUND,True
161,BL,I can't receive the company newsletter,SUBSCRIPTION,newsletter_subscription,"I apologize for the inconvenience caused by not receiving our company newsletter. I understand how important it is for you to stay up-to-date with our latest news and updates. Let's find a solution together. Could you please provide me with your email address? This will allow me to check our system and ensure that you are on the mailing list. Additionally, please double-check your spam or junk folder to see if any of our newsletters have accidentally landed there. We want to make sure you don't miss out on any valuable information.",82.0,SUBSCRIPTION,True
162,BL,help me to modify my account,ACCOUNT,edit_account,"Ah, how amazing it is to embark on this transformative journey of modifying your esteemed account!I am here to provide you with the necessary guidance and support to help you navigate through this empowering experience. To assist you further, could you please let me know which specific aspects of your account you would like to modify? Are you looking to update your personal information, change your billing details, or perhaps modify your communication preferences? Let me know, and together, we'll ensure that your account reflects your needs and preferences perfectly.",82.0,ACCOUNT,True
163,BIL,can I check the early termination penalty?,CANCEL,check_cancellation_fee,"To check the early termination penalty, you can log into your account on our website and navigate to the cancellation or termination section. There, you will find all the information regarding the penalty charges and the process for terminating your service contract. If you have any further questions or need assistance, please don't hesitate to reach out to our customer service team.",83.0,CANCEL,True
164,B,talking to agent,CONTACT,contact_human_agent,Your reach-out is appreciated! I'm sensing that you're seeking assistance and would like to talk to a live agent. I'm here to help you with that. Please bear with me for a moment while I connect you with one of our experienced human agents who will be more than happy to assist you further. Your patience is truly appreciated.,78.0,CONTACT,True
165,BLQ,want assistance to make a claim,FEEDBACK,complaint,"I'm sorry to hear that you want assistance to make a claim. Your experience matters to us, and we want to ensure that we address your concerns. To assist you with making a claim, please provide me with some additional details about your situation, such as the nature of the claim and any relevant supporting documentation. This will help us understand the issue better and guide you through the process smoothly. Rest assured that we are here to support you every step of the way to achieve a satisfactory resolution.",82.0,REFUND,False
166,BL,help me unsubscribing from the corporate newsletter,SUBSCRIPTION,newsletter_subscription,"I'm sorry to hear that you want to unsubscribe from our corporate newsletter. We value your feedback and concerns, and we always strive to improve our communication with our subscribers. To unsubscribe from our newsletter, please click on the ""Unsubscribe"" link at the bottom of any newsletter email you receive from us. Alternatively, you can visit our website and navigate to the ""Newsletter"" section, where you will find an option to manage your subscriptions. If there is anything else I can assist you with, please let me know.",83.0,SUBSCRIPTION,True
167,BLQ,help to check what hours i can contact customer assistance,CONTACT,contact_customer_service,"Thank you for trusting us! I'm fully aware of you would like to know the hours when you can contact our customer assistance. Our dedicated team is available to assist you during {{Customer Support Hours}}. If you have any other questions or concerns, feel free to let me know. How else may I assist you today?",87.0,CONTACT,True
168,BEL,I do not know how to reset my user password,ACCOUNT,recover_password,"No worries at all! I understand that you're unsure about the process of resetting your user password. It can be a bit overwhelming, but I'm here to guide you through it. 

To initiate the password reset, follow these steps:

1. Start by visiting our platform's ""{{Login Page URL}}"".
2. On the login page, look for the option that says ""{{Forgot Password}}"" and click on it.
3. You will be prompted to enter the email address associated with your user account. Provide the email address correctly.
4. Once you've entered the email, continue on to submit the request.
5. In a short while, you should receive an email with detailed instructions on how to reset your password. Please check both your inbox and spam/junk folders.

If at any point you encounter any difficulties or have further questions, don't hesitate to reach out. We're here to make the process as smooth as possible for you!",87.0,ACCOUNT,True
169,BILQ,ya have a free of charge number to reach customer service,CONTACT,contact_customer_service,We're all ears! I'm tuned into the idea that you're looking for a toll-free number to reach our customer service team. We do have a toll-free number available for your convenience. You can reach us at {{Toll-Free Number}}. Our dedicated team is ready to assist you with any questions or concerns you may have. Please feel free to reach out to us at any time.,89.0,CONTACT,True
170,BILMPQZ,would it be possible to notfy of an error with payments,PAYMENT,payment_issue,"Thank you for getting in touch to us about the error you encountered with your payments. We appreciate your proactive approach in notifying us about this issue. To better understand the specifics of the error and provide you with the most suitable solution, could you please provide more details about the error message or any other relevant information? Rest assured that we are here to support you and resolve this issue promptly. Your cooperation is highly appreciated, and we look forward to assisting you further.",89.0,PAYMENT,True
171,B,I need help to find my invoice #12588,INVOICE,check_invoice,"Glad you contacted to us with your request to locate your invoice with the number #{{Invoice Number}}. I understand how important it is to have easy access to your invoice information. Let's work together to find the details you need. Could you please provide me with some additional information such as the date of the invoice or any specific items or services mentioned in the invoice? This will greatly assist us in narrowing down the search and providing you with accurate and relevant information. Rest assured, I'm here to support you every step of the way and ensure you have a smooth invoice retrieval process.",85.0,INVOICE,True
172,BQZ,I'm calling to check whenb will my item arrive,DELIVERY,delivery_period,"We appreciate your phone call and your concern about the arrival of your item. To provide you with an accurate update, could you please provide us with the {{Order Number}} or {{Tracking Number}}? With that information, we will be able to check the status of your item and give you an estimated delivery date. Thank you for reaching out to us, and we will do our best to assist you!",86.0,DELIVERY,True
173,BL,I want to know about editing the shipping address,SHIPPING,change_shipping_address,"I'll do my best! I can provide you with information on how to edit your shipping address. To modify your shipping address, you can log into your account and navigate to the settings or profile section. There, you should find an option to edit your shipping address. If you are unable to locate it, you can also reach out to our customer support team who will be more than happy to assist you in making the necessary changes. Let me know if there's anything else I can help you with!",86.0,DELIVERY,False
174,BNQ,i cant pay for order {{Order Number}},ORDER,cancel_order,"I've grasped that you're experiencing difficulties in the payment process for your order with the order number {{Order Number}}. I apologize for any inconvenience this may have caused. To resolve this issue, I recommend the following steps:

1. Verify Payment Details: Double-check the payment information provided, including the payment method, card details, or billing address.
2. Ensure Sufficient Funds: Confirm that there are sufficient funds or credit available for the payment.
3. Try Again: If the payment failed, attempt the payment process again. Sometimes, the transaction may not go through due to a temporary issue.
4. Payment Alternatives: If the issue persists, consider using an alternate payment method, such as another credit card or a different payment service, if available.
5. Contact Support: If the problem continues, please reach out to our customer support team. They have the expertise to assist you further in resolving the payment issue or exploring alternative options.

Rest assured, our team is committed to finding a solution that works best for you. Feel free to contact us during {{Customer Support Hours}} at {{Customer Support Phone Number}} or via the Live Chat feature on our {{Website URL}}. Your satisfaction is our top priority, and we will do our utmost to assist you in completing your order successfully.",83.0,PAYMENT,False
175,BIL,can you help me cancel my subscription to the newsletter?,SUBSCRIPTION,newsletter_subscription,"Assuredly! We understand that circumstances change and you may no longer wish to receive our newsletter. To assist you with canceling your subscription, could you please provide me with the email address you used to subscribe? This will help us locate your account and process the cancellation request promptly. We value your feedback, so if there's any specific reason for canceling, please feel free to let us know. We appreciate your support and hope to serve you again in the future.",87.0,CANCEL,False
176,BIL,what do I have to do to change my delivery address?,SHIPPING,change_shipping_address,"To change your delivery address, you can follow these steps:
1. Visit our website and log in to your account.
2. Navigate to the ""Account Settings"" or ""My Profile"" section.
3. Look for the option to update your delivery address.
4. Enter the new address details accurately and save the changes.
5. Double-check the updated address to ensure it's correct.
By following these steps, you should be able to successfully change your delivery address. If you encounter any issues or have further questions, feel free to reach out to our customer support team for assistance.",89.0,DELIVERY,False
177,BLQ,i try to download bill #37777,INVOICE,get_invoice,"Indeed! I understand that you're trying to download bill #{{Invoice Number}}. Let me assist you with that. Please give me a moment to retrieve the file for you. In the meantime, if you have any other questions or concerns, feel free to let me know. I'm here to help!""",82.0,INVOICE,True
178,BK,cancelling order {{Order Number}},ORDER,cancel_order,"I've become conscious that you want to cancel your order with the order number {{Order Number}}. I apologize for any inconvenience caused. To proceed with the cancellation, please follow these steps:

1. Log in to your {{Online Company Portal Info}}.
2. Navigate to the '{{Online Order Interaction}}' or '{{Online Order Interaction}}' section.
3. Identify the order with the order number {{Order Number}} and click on it.
4. Look for the option labelled '{{Online Order Interaction}}' and select it.
5. Complete any additional steps or information that the system might require to confirm the cancellation.

If you encounter any difficulties during the cancellation process or have any further questions, our dedicated customer support team is available to assist you. You can reach out to us during {{Customer Support Hours}} at {{Customer Support Phone Number}} or use the Live Chat feature on our {{Website URL}}. We are committed to resolving your concerns and ensuring your satisfaction.",79.0,CANCEL,False
179,BELQ,i do not know how i can find bill #00108,INVOICE,check_invoice,"Indeed! I understand your uncertainty about locating the bill with number #{{Invoice Number}}. Let me guide you through the process step by step. First, you can try accessing your account dashboard on our website. From there, navigate to the ""Billing"" or ""Invoices"" section. Look for options like ""View Bill"" or ""Download Invoice"" and click on them. If you're unable to find the bill using this method, our customer support team is available to assist you further. You can reach them by calling {{Customer Support Phone Number}} or through the Live Chat on our website at {{Website URL}}. They will be more than happy to help you track down your invoice and provide any necessary information. Don't worry, we're here to make sure you have all the details you need!",87.0,INVOICE,True
180,BL,I expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,"I understand the importance of your expected reimbursement of ${{Refund Amount}}. It's crucial for us to ensure a smooth and hassle-free process for you. Let me check the current status of your reimbursement right away. Please bear with me for a moment while I gather the necessary information. As soon as I have an update, I will provide you with all the details you need. Thank you for your patience and for choosing our services.",85.0,REFUND,True
181,BZ,help me talk to a agent,CONTACT,contact_human_agent,"We're here for you! I'm aware that you need assistance in speaking with an agent. Rest assured, I'm here to help you with that. To connect you with the right person, could you please provide me with some more information about your query or the specific department you wish to speak with? This additional information will allow me to expedite the process and ensure that you are connected to the most suitable agent who can assist you further. Take a moment to provide any relevant details, and I'll make sure you're connected promptly.",82.0,CONTACT,True
182,BILM,how can I report payment errors?,PAYMENT,payment_issue,"To report payment errors, we have a dedicated support team available to assist you. You can reach out to them through our customer support hotline at {{Customer Support Phone Number}} or by sending an email to {{Customer Support Email}}. Alternatively, you can visit our website and initiate a live chat with one of our representatives. They will guide you through the process of reporting the payment errors and work towards resolving them as quickly as possible. We understand the importance of addressing these issues promptly, and we appreciate your patience and cooperation throughout this process.",82.0,PAYMENT,True
183,BIL,can you help me get in touch with customer service?,CONTACT,contact_customer_service,"We're all ears! I'm tuned into the idea that you're looking to get in touch with our customer service team. Our dedicated representatives are available to assist you during {{Customer Support Hours}}. You can reach us through the following channels: {{Customer Support Phone Number}} or via Live Chat on our website at {{Website URL}}. If you have any other questions or concerns, please don't hesitate to let me know. How else may I assist you today?",87.0,CONTACT,True
184,BNQ,i cant add something to order {{Order Number}},ORDER,change_order,"I recognize that you are experiencing difficulties in adding an item to order {{Order Number}}. I apologize for this inconvenience. To better assist you, may I ask what item you are trying to add? With this information, we can work together to find a solution and ensure your order is exactly as you want it.",85.0,ORDER,True
185,BLMW,assistance checking what damn shipping methods I have,DELIVERY,delivery_options,"Oh, how interesting! Your enthusiasm in exploring our various shipping methods catches my attention. Let me guide you through our splendid options, tailored just for you...",85.0,DELIVERY,True
186,BLM,assistance to see what shipping options I can choose,DELIVERY,delivery_options,"Unquestionably! I'm here to guide you in exploring the different shipping options you can choose from. Let's have a look:

1. Standard Shipping: This option is perfect for non-urgent items and typically arrives within {{Date Range}} business days.
2. Expedited Shipping: If you need your items a bit faster, you can opt for expedited shipping, which delivers in {{Date Range}} business days.
3. Overnight Shipping: For those urgent needs, we offer overnight shipping to ensure next business day delivery.
4. In-Store Pickup: If you prefer a more hands-on approach, you can conveniently pick up your items from one of our {{Store Location}}.

These options are designed to cater to a variety of delivery needs, offering flexibility and convenience. If you have any specific concerns or if there's anything else I can assist you with, please feel free to let me know. Helping you make the best shipping choice is my priority!",86.0,DELIVERY,True
187,BCEILP,"I never use my {{Account Category}} account, could I cancel it?",ACCOUNT,delete_account,"Thank you for reaching out about canceling your {{Account Category}} account. We understand that you haven't been using it and we want to make sure you have the best experience possible with our services. Rest assured, we can assist you with canceling your {{Account Category}} account. Please provide us with some account details so that we can verify your identity and initiate the cancellation process. Additionally, if there's anything else we can help with or if you have any further questions, feel free to let us know. We're here to ensure a smooth transition for you.",89.0,CANCEL,False
